OK | rec=694e4fa7aca96f5efbe2ff25 | turn=1
OK | rec=69abd88bc2b602929b370a7d | turn=1
OK | rec=69abd88bc2b602929b370a7d | turn=2
OK | rec=69abd88bc2b602929b370a7d | turn=3
OK | rec=69abd88bc2b602929b370a7d | turn=1
OK | rec=69abd88bc2b602929b370a7d | turn=2
OK | rec=69abd88bc2b602929b370a7d | turn=3
OK | rec=6958a0f128ae67127339d517 | turn=1
OK | rec=6958a0f128ae67127339d517 | turn=1
OK | rec=6958a0f128ae67127339d517 | turn=2
OK | rec=69745d50af17f554aa20800a | turn=1
OK | rec=69745d50af17f554aa20800a | turn=2
OK | rec=69745d50af17f554aa20800a | turn=3
OK | rec=6958a0f128ae67127339d517 | turn=1
OK | rec=6958a0f128ae67127339d517 | turn=2
OK | rec=6958a0f128ae67127339d517 | turn=1
OK | rec=6958a0f128ae67127339d517 | turn=3
OK | rec=69745d50af17f554aa20800a | turn=1
OK | rec=69745d50af17f554aa20800a | turn=2
OK | rec=69745d50af17f554aa20800a | turn=3
OK | rec=699293e56bca0c342047e6f4 | turn=1
OK | rec=699293e56bca0c342047e6f4 | turn=2
OK | rec=699293e56bca0c342047e6f4 | turn=3
OK | rec=69745d50af17f554aa20800a | turn=3
OK | rec=6969d2e3774b35f1baef075a | turn=1
OK | rec=6969d2e3774b35f1baef075a | turn=2
OK | rec=6969d2e3774b35f1baef075a | turn=3
OK | rec=696f0bb281d6147851ccd831 | turn=1
OK | rec=696f0bb281d6147851ccd831 | turn=2
OK | rec=696f0bb281d6147851ccd831 | turn=3
OK | rec=69bb85c8bed23cd15cd72af3 | turn=1
OK | rec=69bb85c8bed23cd15cd72af3 | turn=2
OK | rec=6969d2e3774b35f1baef075a | turn=1
OK | rec=6969d2e3774b35f1baef075a | turn=2
OK | rec=6969d2e3774b35f1baef075a | turn=3
OK | rec=69ab9eb1c2b602929b37078c | turn=1
OK | rec=69ab9eb1c2b602929b37078c | turn=2
OK | rec=69b50c51c38a976c56f238ea | turn=1
OK | rec=69b50c51c38a976c56f238ea | turn=2
OK | rec=69b50c51c38a976c56f238ea | turn=3
OK | rec=6969d2e3774b35f1baef075a | turn=1
OK | rec=6969d2e3774b35f1baef075a | turn=2
OK | rec=6969d2e3774b35f1baef075a | turn=3
OK | rec=69bb85c8bed23cd15cd72af3 | turn=1
OK | rec=69bb85c8bed23cd15cd72af3 | turn=2
OK | rec=69b50c51c38a976c56f238ea | turn=1
OK | rec=69b50c51c38a976c56f238ea | turn=2
OK | rec=69b50c51c38a976c56f238ea | turn=3
OK | rec=69abd88bc2b602929b370a7d | turn=1
OK | rec=69abd88bc2b602929b370a7d | turn=2
OK | rec=69abd88bc2b602929b370a7d | turn=3
OK | rec=69ab9eb1c2b602929b37078c | turn=2
OK | rec=6986c2dd1fd5995a3e0251fc | turn=1
OK | rec=6986c2dd1fd5995a3e0251fc | turn=2
OK | rec=6986c2dd1fd5995a3e0251fc | turn=3
OK | rec=696f0bb281d6147851ccd831 | turn=1
OK | rec=696f0bb281d6147851ccd831 | turn=2
OK | rec=696f0bb281d6147851ccd831 | turn=3
OK | rec=6969d2e3774b35f1baef075a | turn=2
OK | rec=6969d2e3774b35f1baef075a | turn=3
OK | rec=6986c2dd1fd5995a3e0251fc | turn=1
OK | rec=6986c2dd1fd5995a3e0251fc | turn=2
OK | rec=6986c2dd1fd5995a3e0251fc | turn=3
OK | rec=69b50c51c38a976c56f238ea | turn=1
OK | rec=69b50c51c38a976c56f238ea | turn=2
OK | rec=69b50c51c38a976c56f238ea | turn=3
OK | rec=69ab9eb1c2b602929b37078c | turn=2
OK | rec=69ab9eb1c2b602929b37078c | turn=3
OK | rec=69abd88bc2b602929b370a7d | turn=1
OK | rec=69abd88bc2b602929b370a7d | turn=2
OK | rec=69ab9eb1c2b602929b37078c | turn=1
OK | rec=69abd88bc2b602929b370a7d | turn=2
OK | rec=6986c2dd1fd5995a3e0251fc | turn=2
OK | rec=69ba2928bed23cd15cd72095 | turn=1
OK | rec=69ba2928bed23cd15cd72095 | turn=2
OK | rec=69ba2928bed23cd15cd72095 | turn=3
OK | rec=6986c2dd1fd5995a3e0251fc | turn=1
OK | rec=6986c2dd1fd5995a3e0251fc | turn=2
OK | rec=6986c2dd1fd5995a3e0251fc | turn=3
OK | rec=69ba2928bed23cd15cd72095 | turn=1
OK | rec=69ba2928bed23cd15cd72095 | turn=2
OK | rec=69ba2928bed23cd15cd72095 | turn=3
OK | rec=6986c2dd1fd5995a3e0251fc | turn=1
OK | rec=6986c2dd1fd5995a3e0251fc | turn=2
OK | rec=6986c2dd1fd5995a3e0251fc | turn=3
OK | rec=69ba2928bed23cd15cd72095 | turn=1
OK | rec=69ba2928bed23cd15cd72095 | turn=2
OK | rec=69ba2928bed23cd15cd72095 | turn=3
OK | rec=69ab9eb1c2b602929b37078c | turn=1
OK | rec=69a118f5993748a05837b05c | turn=1
OK | rec=69a118f5993748a05837b05c | turn=2
OK | rec=69a118f5993748a05837b05c | turn=3
OK | rec=69af952ac4e802c3d5938dc7 | turn=3
OK | rec=69b50c51c38a976c56f238ea | turn=1
OK | rec=69b50c51c38a976c56f238ea | turn=2
OK | rec=69b50c51c38a976c56f238ea | turn=3
OK | rec=69a118f5993748a05837b05c | turn=1
OK | rec=69a118f5993748a05837b05c | turn=2
OK | rec=69a118f5993748a05837b05c | turn=3
OK | rec=69af952ac4e802c3d5938dc7 | turn=1
OK | rec=69af952ac4e802c3d5938dc7 | turn=2
OK | rec=69ba2928bed23cd15cd72095 | turn=1
OK | rec=69ba2928bed23cd15cd72095 | turn=2
OK | rec=69ba2928bed23cd15cd72095 | turn=3
OK | rec=69a118f5993748a05837b05c | turn=1
OK | rec=69a118f5993748a05837b05c | turn=2
OK | rec=69a118f5993748a05837b05c | turn=3
OK | rec=69b3b9d3e42ed6415b95d49b | turn=1
OK | rec=69b3b9d3e42ed6415b95d49b | turn=2
OK | rec=69b3b9d3e42ed6415b95d49b | turn=3
OK | rec=69af952ac4e802c3d5938dc7 | turn=1
OK | rec=69af952ac4e802c3d5938dc7 | turn=2
OK | rec=69af952ac4e802c3d5938dc7 | turn=3
OK | rec=69b3b9d3e42ed6415b95d49b | turn=1
OK | rec=69b3b9d3e42ed6415b95d49b | turn=2
OK | rec=69a118f5993748a05837b05c | turn=1
OK | rec=69a118f5993748a05837b05c | turn=2
OK | rec=69a118f5993748a05837b05c | turn=3
OK | rec=69af952ac4e802c3d5938dc7 | turn=3
OK | rec=6965ed93774b35f1baeefc36 | turn=1
OK | rec=6965ed93774b35f1baeefc36 | turn=2
OK | rec=69b3b9d3e42ed6415b95d49b | turn=1
OK | rec=69b3b9d3e42ed6415b95d49b | turn=2
OK | rec=6965ed93774b35f1baeefc36 | turn=1
OK | rec=69af952ac4e802c3d5938dc7 | turn=3
OK | rec=6965ed93774b35f1baeefc36 | turn=1
OK | rec=6965ed93774b35f1baeefc36 | turn=3
OK | rec=69ba2ba0bed23cd15cd72149 | turn=1
OK | rec=69ba2ba0bed23cd15cd72149 | turn=2
OK | rec=69ba2ba0bed23cd15cd72149 | turn=3
OK | rec=69b3b9d3e42ed6415b95d49b | turn=1
OK | rec=69b3b9d3e42ed6415b95d49b | turn=2
OK | rec=69b3b9d3e42ed6415b95d49b | turn=3
OK | rec=6955f7537c5a4fea850269db | turn=1
OK | rec=6955f7537c5a4fea850269db | turn=2
OK | rec=6955f7537c5a4fea850269db | turn=3
OK | rec=69b3b9d3e42ed6415b95d49b | turn=1
OK | rec=69b3b9d3e42ed6415b95d49b | turn=2
OK | rec=69b3b9d3e42ed6415b95d49b | turn=3
OK | rec=6965ed93774b35f1baeefc36 | turn=1
OK | rec=6965ed93774b35f1baeefc36 | turn=2
OK | rec=6965ed93774b35f1baeefc36 | turn=3
OK | rec=6955f7537c5a4fea850269db | turn=1
OK | rec=6955f7537c5a4fea850269db | turn=2
OK | rec=6955f7537c5a4fea850269db | turn=3
OK | rec=6955f7537c5a4fea850269db | turn=1
OK | rec=6955f7537c5a4fea850269db | turn=2
OK | rec=69b50c51c38a976c56f238ea | turn=1
OK | rec=69b50c51c38a976c56f238ea | turn=2
OK | rec=69b50c51c38a976c56f238ea | turn=3
OK | rec=69ba2ba0bed23cd15cd72149 | turn=1
OK | rec=69ba2ba0bed23cd15cd72149 | turn=2
OK | rec=69ba2ba0bed23cd15cd72149 | turn=3
OK | rec=69ba2ba0bed23cd15cd72149 | turn=1
OK | rec=69ba2ba0bed23cd15cd72149 | turn=2
OK | rec=69ba2ba0bed23cd15cd72149 | turn=3
OK | rec=6955f7537c5a4fea850269db | turn=1
OK | rec=6955f7537c5a4fea850269db | turn=2
OK | rec=6955f7537c5a4fea850269db | turn=3
OK | rec=696f1e6f81d6147851ccd945 | turn=1
OK | rec=696f1e6f81d6147851ccd945 | turn=2
OK | rec=69ba2ba0bed23cd15cd72149 | turn=1
OK | rec=69ba2ba0bed23cd15cd72149 | turn=2
OK | rec=69ba2ba0bed23cd15cd72149 | turn=3
OK | rec=698c017c6bca0c342047cff8 | turn=1
OK | rec=698c017c6bca0c342047cff8 | turn=2
OK | rec=698c017c6bca0c342047cff8 | turn=3
OK | rec=698c017c6bca0c342047cff8 | turn=1
OK | rec=698c017c6bca0c342047cff8 | turn=3
OK | rec=698c017c6bca0c342047cff8 | turn=2
OK | rec=698c017c6bca0c342047cff8 | turn=1
OK | rec=698c017c6bca0c342047cff8 | turn=3
OK | rec=696a1b03774b35f1baef0a89 | turn=1
OK | rec=696a1b03774b35f1baef0a89 | turn=2
OK | rec=696a1b03774b35f1baef0a89 | turn=3
OK | rec=69ba2928bed23cd15cd72095 | turn=1
OK | rec=69ba2928bed23cd15cd72095 | turn=2
OK | rec=69ba2928bed23cd15cd72095 | turn=3
OK | rec=696f1e6f81d6147851ccd945 | turn=1
OK | rec=69ba2a4bbed23cd15cd720ff | turn=1
OK | rec=69ba2a4bbed23cd15cd720ff | turn=2
OK | rec=69ba2a4bbed23cd15cd720ff | turn=3
OK | rec=696f1e6f81d6147851ccd945 | turn=1
OK | rec=696f1e6f81d6147851ccd945 | turn=2
OK | rec=696f1e6f81d6147851ccd945 | turn=3
OK | rec=69ba2a4bbed23cd15cd720ff | turn=1
OK | rec=69ba2a4bbed23cd15cd720ff | turn=2
OK | rec=69ba2a4bbed23cd15cd720ff | turn=3
OK | rec=6955f7537c5a4fea850269db | turn=1
OK | rec=6955f7537c5a4fea850269db | turn=2
OK | rec=6955f7537c5a4fea850269db | turn=3
OK | rec=69ba2a4bbed23cd15cd720ff | turn=1
OK | rec=69ba2a4bbed23cd15cd720ff | turn=3
OK | rec=698c017c6bca0c342047cff8 | turn=1
OK | rec=698c017c6bca0c342047cff8 | turn=2
OK | rec=698c017c6bca0c342047cff8 | turn=3
OK | rec=698ff8836bca0c342047dfcd | turn=1
OK | rec=698ff8836bca0c342047dfcd | turn=2
OK | rec=698ff8836bca0c342047dfcd | turn=3
OK | rec=696a1b03774b35f1baef0a89 | turn=1
OK | rec=696a1b03774b35f1baef0a89 | turn=2
OK | rec=696a1b03774b35f1baef0a89 | turn=3
OK | rec=698ff8836bca0c342047dfcd | turn=1
OK | rec=698ff8836bca0c342047dfcd | turn=2
OK | rec=69ba2a4bbed23cd15cd720ff | turn=1
OK | rec=69ba2a4bbed23cd15cd720ff | turn=2
OK | rec=694e16a18aab50c8d431b1d0 | turn=1
OK | rec=696a1b03774b35f1baef0a89 | turn=1
OK | rec=696a1b03774b35f1baef0a89 | turn=2
OK | rec=696a1b03774b35f1baef0a89 | turn=3
OK | rec=696a1b03774b35f1baef0a89 | turn=1
OK | rec=696a1b03774b35f1baef0a89 | turn=2
OK | rec=696a1b03774b35f1baef0a89 | turn=3
OK | rec=69589f7d28ae67127339d4f5 | turn=1
OK | rec=69589f7d28ae67127339d4f5 | turn=2
OK | rec=69589f7d28ae67127339d4f5 | turn=3
OK | rec=694e16a18aab50c8d431b1d0 | turn=2
OK | rec=694e16a18aab50c8d431b1d0 | turn=3
OK | rec=694e16a18aab50c8d431b1d0 | turn=1
OK | rec=694e16a18aab50c8d431b1d0 | turn=2
OK | rec=694e16a18aab50c8d431b1d0 | turn=2
OK | rec=694e16a18aab50c8d431b1d0 | turn=3
OK | rec=694e16a18aab50c8d431b1d0 | turn=2
OK | rec=698ff8836bca0c342047dfcd | turn=1
OK | rec=698ff8836bca0c342047dfcd | turn=3
OK | rec=69589f7d28ae67127339d4f5 | turn=1
OK | rec=69589f7d28ae67127339d4f5 | turn=2
OK | rec=69589f7d28ae67127339d4f5 | turn=3
OK | rec=696a1b03774b35f1baef0a89 | turn=1
OK | rec=696a1b03774b35f1baef0a89 | turn=2
OK | rec=696a1b03774b35f1baef0a89 | turn=3
OK | rec=697af7abaf17f554aa209491 | turn=1
OK | rec=697af7abaf17f554aa209491 | turn=2
OK | rec=697af7abaf17f554aa209491 | turn=3
OK | rec=69589f7d28ae67127339d4f5 | turn=1
OK | rec=69589f7d28ae67127339d4f5 | turn=2
OK | rec=69589f7d28ae67127339d4f5 | turn=3
OK | rec=69bf8bcdd1cc04077ec5f8e6 | turn=1
OK | rec=69bf8bcdd1cc04077ec5f8e6 | turn=2
OK | rec=69bf8bcdd1cc04077ec5f8e6 | turn=3
OK | rec=698ff8836bca0c342047dfcd | turn=1
OK | rec=698ff8836bca0c342047dfcd | turn=3
OK | rec=69bf8bcdd1cc04077ec5f8e6 | turn=1
OK | rec=69bf8bcdd1cc04077ec5f8e6 | turn=2
OK | rec=69bf8bcdd1cc04077ec5f8e6 | turn=3
OK | rec=69589f7d28ae67127339d4f5 | turn=1
OK | rec=69589f7d28ae67127339d4f5 | turn=2
OK | rec=69589f7d28ae67127339d4f5 | turn=3
OK | rec=697af7abaf17f554aa209491 | turn=1
OK | rec=697af7abaf17f554aa209491 | turn=2
OK | rec=697af7abaf17f554aa209491 | turn=3
OK | rec=69b796bebc1a32fe548e951d | turn=1
OK | rec=69b796bebc1a32fe548e951d | turn=2
OK | rec=69b796bebc1a32fe548e951d | turn=3
OK | rec=697af7abaf17f554aa209491 | turn=1
OK | rec=697af7abaf17f554aa209491 | turn=2
OK | rec=697af7abaf17f554aa209491 | turn=3
OK | rec=692866eeb202540091528749 | turn=1
OK | rec=692866eeb202540091528749 | turn=2
OK | rec=692866eeb202540091528749 | turn=3
OK | rec=698ff8836bca0c342047dfcd | turn=1
OK | rec=698ff8836bca0c342047dfcd | turn=2
OK | rec=698ff8836bca0c342047dfcd | turn=3
OK | rec=69bf8bcdd1cc04077ec5f8e6 | turn=1
OK | rec=69bf8bcdd1cc04077ec5f8e6 | turn=2
OK | rec=69bf8bcdd1cc04077ec5f8e6 | turn=3
OK | rec=69b796bebc1a32fe548e951d | turn=1
OK | rec=69b796bebc1a32fe548e951d | turn=2
OK | rec=69b796bebc1a32fe548e951d | turn=3
OK | rec=69ba2a4bbed23cd15cd720ff | turn=1
OK | rec=69ba2a4bbed23cd15cd720ff | turn=2
OK | rec=69ba2a4bbed23cd15cd720ff | turn=3
OK | rec=697af7abaf17f554aa209491 | turn=1
OK | rec=697af7abaf17f554aa209491 | turn=2
OK | rec=697af7abaf17f554aa209491 | turn=3
OK | rec=692866eeb202540091528749 | turn=1
OK | rec=692866eeb202540091528749 | turn=2
OK | rec=692866eeb202540091528749 | turn=3
OK | rec=697af7abaf17f554aa209491 | turn=1
OK | rec=697af7abaf17f554aa209491 | turn=2
OK | rec=697af7abaf17f554aa209491 | turn=3
OK | rec=69ba2ba0bed23cd15cd72149 | turn=1
OK | rec=69ba2ba0bed23cd15cd72149 | turn=2
OK | rec=69ba2ba0bed23cd15cd72149 | turn=3
OK | rec=6969ccd2774b35f1baef0723 | turn=1
OK | rec=6969ccd2774b35f1baef0723 | turn=2
OK | rec=6969ccd2774b35f1baef0723 | turn=3
OK | rec=69a118f5993748a05837b05c | turn=1
OK | rec=69a118f5993748a05837b05c | turn=2
OK | rec=69a118f5993748a05837b05c | turn=3
OK | rec=692866eeb202540091528749 | turn=1
OK | rec=692866eeb202540091528749 | turn=2
OK | rec=692866eeb202540091528749 | turn=3
OK | rec=692866eeb202540091528749 | turn=1
OK | rec=692866eeb202540091528749 | turn=2
OK | rec=692866eeb202540091528749 | turn=3
OK | rec=692866eeb202540091528749 | turn=1
OK | rec=692866eeb202540091528749 | turn=2
OK | rec=69b796bebc1a32fe548e951d | turn=1
OK | rec=69807fce622aa3a183070e2b | turn=1
OK | rec=69807fce622aa3a183070e2b | turn=2
OK | rec=69807fce622aa3a183070e2b | turn=3
OK | rec=69807fce622aa3a183070e2b | turn=1
OK | rec=69807fce622aa3a183070e2b | turn=2
OK | rec=69807fce622aa3a183070e2b | turn=3
OK | rec=69807fce622aa3a183070e2b | turn=1
OK | rec=69807fce622aa3a183070e2b | turn=2
OK | rec=69807fce622aa3a183070e2b | turn=3
OK | rec=69807fce622aa3a183070e2b | turn=1
OK | rec=69807fce622aa3a183070e2b | turn=2
OK | rec=69807fce622aa3a183070e2b | turn=3
OK | rec=698c030f6bca0c342047d07c | turn=1
OK | rec=698c030f6bca0c342047d07c | turn=2
OK | rec=698c030f6bca0c342047d07c | turn=3
OK | rec=6969ccd2774b35f1baef0723 | turn=1
OK | rec=6969ccd2774b35f1baef0723 | turn=2
OK | rec=6969ccd2774b35f1baef0723 | turn=3
OK | rec=69807fce622aa3a183070e2b | turn=2
OK | rec=69807fce622aa3a183070e2b | turn=3
OK | rec=698c030f6bca0c342047d07c | turn=1
OK | rec=698c030f6bca0c342047d07c | turn=2
OK | rec=69a11988993748a05837b082 | turn=1
OK | rec=69a11988993748a05837b082 | turn=2
OK | rec=698c030f6bca0c342047d07c | turn=1
OK | rec=698c030f6bca0c342047d07c | turn=2
OK | rec=698c030f6bca0c342047d07c | turn=3
OK | rec=698c030f6bca0c342047d07c | turn=1
OK | rec=698c030f6bca0c342047d07c | turn=2
OK | rec=694392d1ba7dbbec181cdaf3 | turn=1
OK | rec=694392d1ba7dbbec181cdaf3 | turn=2
OK | rec=694392d1ba7dbbec181cdaf3 | turn=3
OK | rec=69a11988993748a05837b082 | turn=1
OK | rec=69a11988993748a05837b082 | turn=2
OK | rec=69ab9ebac2b602929b370794 | turn=1
OK | rec=69ab9ebac2b602929b370794 | turn=3
OK | rec=69a11988993748a05837b082 | turn=1
OK | rec=69589f7d28ae67127339d4f5 | turn=1
OK | rec=69589f7d28ae67127339d4f5 | turn=2
OK | rec=69589f7d28ae67127339d4f5 | turn=3
OK | rec=69a11988993748a05837b082 | turn=1
OK | rec=69a11988993748a05837b082 | turn=2
OK | rec=69a11988993748a05837b082 | turn=3
OK | rec=697344fac92a952bcf4f8b8c | turn=1
OK | rec=697344fac92a952bcf4f8b8c | turn=2
OK | rec=697344fac92a952bcf4f8b8c | turn=3
OK | rec=69a11988993748a05837b082 | turn=2
OK | rec=69a11988993748a05837b082 | turn=3
OK | rec=697344fac92a952bcf4f8b8c | turn=1
OK | rec=697344fac92a952bcf4f8b8c | turn=2
OK | rec=697344fac92a952bcf4f8b8c | turn=3
OK | rec=6969ccd2774b35f1baef0723 | turn=1
OK | rec=6969ccd2774b35f1baef0723 | turn=2
OK | rec=694392d1ba7dbbec181cdaf3 | turn=1
OK | rec=694392d1ba7dbbec181cdaf3 | turn=2
OK | rec=694392d1ba7dbbec181cdaf3 | turn=3
OK | rec=69ab9ebac2b602929b370794 | turn=1
OK | rec=69ab9ebac2b602929b370794 | turn=2
OK | rec=69ab9ebac2b602929b370794 | turn=3
OK | rec=694392d1ba7dbbec181cdaf3 | turn=1
OK | rec=694392d1ba7dbbec181cdaf3 | turn=2
OK | rec=694392d1ba7dbbec181cdaf3 | turn=3
OK | rec=698c030f6bca0c342047d07c | turn=2
OK | rec=698c030f6bca0c342047d07c | turn=3
OK | rec=697344fac92a952bcf4f8b8c | turn=1
OK | rec=697344fac92a952bcf4f8b8c | turn=2
OK | rec=697344fac92a952bcf4f8b8c | turn=3
OK | rec=6969ccd2774b35f1baef0723 | turn=1
OK | rec=6969ccd2774b35f1baef0723 | turn=2
OK | rec=6969ccd2774b35f1baef0723 | turn=3
OK | rec=697344fac92a952bcf4f8b8c | turn=1
OK | rec=697344fac92a952bcf4f8b8c | turn=2
OK | rec=697344fac92a952bcf4f8b8c | turn=3
OK | rec=69b796bebc1a32fe548e951d | turn=1
OK | rec=69b796bebc1a32fe548e951d | turn=2
OK | rec=69b796bebc1a32fe548e951d | turn=3
OK | rec=694392d1ba7dbbec181cdaf3 | turn=1
OK | rec=694392d1ba7dbbec181cdaf3 | turn=2
OK | rec=694392d1ba7dbbec181cdaf3 | turn=3
OK | rec=69589d3428ae67127339d4ca | turn=1
OK | rec=69589d3428ae67127339d4ca | turn=2
OK | rec=69589d3428ae67127339d4ca | turn=3
OK | rec=69589d3428ae67127339d4ca | turn=1
OK | rec=69589d3428ae67127339d4ca | turn=2
OK | rec=697344fac92a952bcf4f8b8c | turn=1
OK | rec=697344fac92a952bcf4f8b8c | turn=2
OK | rec=697344fac92a952bcf4f8b8c | turn=3
OK | rec=692d4dddb202540091528dfb | turn=1
OK | rec=692d4dddb202540091528dfb | turn=2
OK | rec=692d4dddb202540091528dfb | turn=3
OK | rec=69589d3428ae67127339d4ca | turn=1
OK | rec=69589d3428ae67127339d4ca | turn=2
OK | rec=69589d3428ae67127339d4ca | turn=3
OK | rec=694392d1ba7dbbec181cdaf3 | turn=1
OK | rec=694392d1ba7dbbec181cdaf3 | turn=2
OK | rec=694392d1ba7dbbec181cdaf3 | turn=3
OK | rec=692d4dddb202540091528dfb | turn=1
OK | rec=692d4dddb202540091528dfb | turn=2
OK | rec=692d4dddb202540091528dfb | turn=3
OK | rec=692d4dddb202540091528dfb | turn=1
OK | rec=692d4dddb202540091528dfb | turn=2
OK | rec=692d4dddb202540091528dfb | turn=3
OK | rec=69b8d405bc1a32fe548e9b90 | turn=1
OK | rec=69b8d405bc1a32fe548e9b90 | turn=2
OK | rec=69b8d405bc1a32fe548e9b90 | turn=3
OK | rec=69b8d405bc1a32fe548e9b90 | turn=1
OK | rec=69b8d405bc1a32fe548e9b90 | turn=2
OK | rec=69b8d405bc1a32fe548e9b90 | turn=3
OK | rec=69589d3428ae67127339d4ca | turn=1
OK | rec=69589d3428ae67127339d4ca | turn=2
OK | rec=69589d3428ae67127339d4ca | turn=3
OK | rec=692d4dddb202540091528dfb | turn=1
OK | rec=692d4dddb202540091528dfb | turn=2
OK | rec=692d4dddb202540091528dfb | turn=3
OK | rec=69ab9ebac2b602929b370794 | turn=1
OK | rec=69ab9ebac2b602929b370794 | turn=2
OK | rec=69ab9ebac2b602929b370794 | turn=3
OK | rec=692d4dddb202540091528dfb | turn=1
OK | rec=692d4dddb202540091528dfb | turn=2
OK | rec=692d4dddb202540091528dfb | turn=3
OK | rec=69589d3428ae67127339d4ca | turn=1
OK | rec=69589d3428ae67127339d4ca | turn=2
OK | rec=69589d3428ae67127339d4ca | turn=3
OK | rec=69ab9ebac2b602929b370794 | turn=1
OK | rec=69ab9ebac2b602929b370794 | turn=2
OK | rec=69ab9ebac2b602929b370794 | turn=3
OK | rec=69b8d405bc1a32fe548e9b90 | turn=1
OK | rec=69b8d405bc1a32fe548e9b90 | turn=2
OK | rec=69b8d405bc1a32fe548e9b90 | turn=3
OK | rec=6969ccd2774b35f1baef0723 | turn=1
OK | rec=6969ccd2774b35f1baef0723 | turn=2
OK | rec=697ade99af17f554aa20934b | turn=3
OK | rec=697ade99af17f554aa20934b | turn=1
OK | rec=69b8d405bc1a32fe548e9b90 | turn=1
OK | rec=69b8d405bc1a32fe548e9b90 | turn=2
OK | rec=69b8d405bc1a32fe548e9b90 | turn=3
OK | rec=69802cb0622aa3a183070a5d | turn=1
OK | rec=69802cb0622aa3a183070a5d | turn=2
OK | rec=69802cb0622aa3a183070a5d | turn=3
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=1
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=2
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=3
OK | rec=69802cb0622aa3a183070a5d | turn=1
OK | rec=69802cb0622aa3a183070a5d | turn=2
OK | rec=69802cb0622aa3a183070a5d | turn=3
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=1
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=2
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=3
OK | rec=69802cb0622aa3a183070a5d | turn=1
OK | rec=69802cb0622aa3a183070a5d | turn=2
OK | rec=69802cb0622aa3a183070a5d | turn=3
OK | rec=694530b8ba7dbbec181ce274 | turn=1
OK | rec=694530b8ba7dbbec181ce274 | turn=2
OK | rec=694530b8ba7dbbec181ce274 | turn=3
OK | rec=697846b4af17f554aa208635 | turn=1
OK | rec=697846b4af17f554aa208635 | turn=2
OK | rec=697846b4af17f554aa208635 | turn=3
OK | rec=694530b8ba7dbbec181ce274 | turn=1
OK | rec=694530b8ba7dbbec181ce274 | turn=2
OK | rec=69802cb0622aa3a183070a5d | turn=1
OK | rec=69802cb0622aa3a183070a5d | turn=2
OK | rec=69802cb0622aa3a183070a5d | turn=3
OK | rec=694530b8ba7dbbec181ce274 | turn=1
OK | rec=694530b8ba7dbbec181ce274 | turn=2
OK | rec=694530b8ba7dbbec181ce274 | turn=3
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=1
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=2
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=3
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=1
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=2
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=3
OK | rec=697846b4af17f554aa208635 | turn=1
OK | rec=697846b4af17f554aa208635 | turn=2
OK | rec=694530b8ba7dbbec181ce274 | turn=1
OK | rec=694530b8ba7dbbec181ce274 | turn=2
OK | rec=694530b8ba7dbbec181ce274 | turn=3
OK | rec=697ade99af17f554aa20934b | turn=2
OK | rec=697846b4af17f554aa208635 | turn=1
OK | rec=697846b4af17f554aa208635 | turn=2
OK | rec=697846b4af17f554aa208635 | turn=3
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=1
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=2
OK | rec=69b0e6aef1a5801ca99b05d0 | turn=3
OK | rec=69ab9ebac2b602929b370794 | turn=1
OK | rec=69802cb0622aa3a183070a5d | turn=1
OK | rec=69802cb0622aa3a183070a5d | turn=3
OK | rec=69b3b36be42ed6415b95d41f | turn=1
OK | rec=697846b4af17f554aa208635 | turn=1
OK | rec=697846b4af17f554aa208635 | turn=2
OK | rec=697846b4af17f554aa208635 | turn=3
OK | rec=697846b4af17f554aa208635 | turn=2
OK | rec=697846b4af17f554aa208635 | turn=3
OK | rec=697ae14daf17f554aa20936f | turn=1
OK | rec=697ae14daf17f554aa20936f | turn=2
OK | rec=697ae14daf17f554aa20936f | turn=3
OK | rec=697ae14daf17f554aa20936f | turn=1
OK | rec=697ae14daf17f554aa20936f | turn=2
OK | rec=697ae14daf17f554aa20936f | turn=1
OK | rec=699e7638f86d87b208cbb293 | turn=1
OK | rec=699e7638f86d87b208cbb293 | turn=2
OK | rec=69412a45c64ccd7e023f9629 | turn=1
OK | rec=699e7638f86d87b208cbb293 | turn=1
OK | rec=699e7638f86d87b208cbb293 | turn=2
OK | rec=699e7638f86d87b208cbb293 | turn=3
OK | rec=69b8d405bc1a32fe548e9b90 | turn=1
OK | rec=69b8d405bc1a32fe548e9b90 | turn=2
OK | rec=69412a45c64ccd7e023f9629 | turn=1
OK | rec=69412a45c64ccd7e023f9629 | turn=2
OK | rec=69b796bebc1a32fe548e951d | turn=3
OK | rec=694530b8ba7dbbec181ce274 | turn=3
